,City Name,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,bandarbeyla,9.4942,50.8122,74.8,70,1,17.2,SO,1642971590
364,videira,-27.0083,-51.1517,84.07,53,56,1.48,BR,1642971590
365,sibolga,1.7427,98.7792,75.16,88,80,3.2,ID,1642971590
366,muros,42.7762,-9.0603,50.85,90,0,3.83,ES,1642971591
367,ambilobe,-13.2,49.05,73.98,96,100,9.17,MG,1642971591
368,luwuk,-0.9516,122.7875,77.56,78,67,3.42,ID,1642971591
369,ponnampet,12.15,75.9333,56.35,91,1,1.74,IN,1642971591
370,luangwa,-15.6167,30.4167,70.3,84,59,0.63,ZM,1642971592
371,najran,17.4924,44.1277,57.85,42,0,2.57,SA,1642971592
372,impfondo,1.6381,18.0667,76.87,44,96,0.85,CG,1642971592
373,manyana,-23.4,21.7167,63.09,69,86,6.08,BW,1642971593
374,ust-kalmanka,52.1207,83.305,-9.09,100,44,3.96,RU,1642971593
375,poso,-1.3959,120.7524,77.9,81,100,3.47,ID,1642971593
376,bam,29.106,58.357,43.65,33,0,3.09,IR,1642971593
377,narsaq,60.9167,-46.05,13.95,72,100,10.74,GL,1642971594
378,mumford,5.2618,-0.759,79.05,84,6,7.38,GH,1642971594
379,ust-tsilma,65.441,52.1498,10.04,92,95,8.63,RU,1642971594
380,barcelos,41.5388,-8.6151,49.84,72,0,4.18,PT,1642971465
381,poum,-20.2333,164.0167,80.67,68,96,11.74,NC,1642971503
382,souillac,-20.5167,57.5167,80.98,83,40,4.61,MU,1642971595
383,asosa,10.0667,34.5333,66.29,36,19,3.38,ET,1642971595
384,ler,8.3018,30.1418,79.56,26,32,5.7,SS,1642971595
385,inuvik,68.3499,-133.7218,2.41,82,75,2.3,CA,1642971596
386,sakakah,29.9697,40.2064,44.17,47,0,1.1,SA,1642971596
387,sabha,27.0377,14.4283,50.02,44,0,7.61,LY,1642971596
388,bandar-e lengeh,26.5579,54.8807,62.56,48,0,2.39,IR,1642971597
389,fortuna,40.5982,-124.1573,69.85,45,0,3.4,US,1642971597
390,axim,4.8699,-2.2405,78.85,83,5,6.91,GH,1642971597
391,the valley,18.217,-63.0578,84.06,69,20,9.22,AI,1642971597
392,vao,-22.6667,167.4833,77.36,66,11,8.28,NC,1642971598
393,kirakira,-10.4544,161.9205,83.14,80,75,5.95,SB,1642971598
394,la ronge,55.1001,-105.2842,1.65,71,75,6.91,CA,1642971419
395,musenita,47.9667,26.0,22.06,77,100,10.71,RO,1642971598
396,coari,-4.085,-63.1414,80.92,90,54,1.57,BR,1642971599
397,rapid valley,44.0625,-103.1463,56.77,27,81,1.99,US,1642971599
398,emba,48.8264,58.1442,2.68,84,3,8.37,KZ,1642971599
399,san carlos del zulia,9.0,-71.9135,88.81,52,80,12.26,VE,1642971599
400,shawnee,39.05,-95.7669,49.44,52,22,1.99,US,1642971600
401,jalu,29.0331,21.5482,51.6,61,11,8.08,LY,1642971600
402,kiunga,-6.1219,141.2906,73.31,95,100,1.41,PG,1642971601
403,santa isabel do rio negro,-0.4139,-65.0192,84.27,73,34,3.71,BR,1642971602
404,matara,5.9485,80.5353,73.04,88,100,2.86,LK,1642971353
405,ternate,0.8,127.4,79.83,83,98,5.86,ID,1642971603
406,muravlenko,63.7898,74.523,-10.16,100,88,4.29,RU,1642971603
407,mangrol,21.1167,70.1167,60.6,53,12,9.95,IN,1642971604
408,labuhan,-6.8844,112.2051,77.65,88,89,10.63,ID,1642971607
409,mandalgovi,45.7625,106.2708,5.61,83,100,8.19,MN,1642971608
410,chauk,20.8833,94.8167,64.83,58,2,4.74,MM,1642971610
411,opuwo,-18.0607,13.84,76.93,35,91,5.73,NA,1642971610
412,sinegorskiy,48.0139,40.8447,28.63,96,100,14.94,RU,1642971611
413,hambantota,6.1241,81.1185,73.53,82,100,4.0,LK,1642971612
414,deputatskiy,69.3,139.9,-22.5,98,99,5.57,RU,1642971613
415,sur,22.5667,59.5289,67.57,58,0,12.41,OM,1642971573
416,boa vista,2.8197,-60.6733,91.38,43,40,10.36,BR,1642971614
417,bozeman,45.6796,-111.0386,44.2,51,41,1.99,US,1642971454
418,bara,10.3744,10.7288,71.29,23,1,8.93,NG,1642971615
419,dodola,6.9833,39.1833,51.28,45,93,2.68,ET,1642971615
420,katherine,-14.4667,132.2667,79.12,94,99,9.22,AU,1642971346
421,havoysund,70.9963,24.6622,43.68,78,100,39.06,NO,1642971616
422,katsuura,35.1333,140.3,45.1,83,100,13.27,JP,1642971617
423,tongliao,43.6125,122.2653,-0.72,97,100,3.49,CN,1642971617
424,tigil,57.8,158.6667,-2.94,99,100,3.06,RU,1642971618
425,ulladulla,-35.35,150.4667,68.88,82,95,3.18,AU,1642971619
426,lluta,-16.0147,-72.0142,52.14,84,96,9.73,PE,1642971602
427,clyde river,70.4692,-68.5914,-13.54,97,100,10.87,CA,1642971619
428,anadyr,64.75,177.4833,-19.7,75,40,8.01,RU,1642971620
429,ekhabi,53.5102,142.9671,-4.92,93,30,12.24,RU,1642971620
430,cabo san lucas,22.8909,-109.9124,75.61,66,93,3.0,MX,1642971449
431,kaspiyskiy,45.3929,47.3707,37.06,77,100,25.19,RU,1642971621
432,marquette,46.5333,-87.6335,13.33,55,100,7.83,US,1642971621
433,salalah,17.0151,54.0924,64.08,28,0,13.58,OM,1642971622
434,florianopolis,-27.6146,-48.5012,84.56,78,1,5.01,BR,1642971622
435,vondrozo,-22.8167,47.2833,68.97,99,97,5.66,MG,1642971622
436,ayan,56.45,138.1667,5.9,63,87,15.05,RU,1642971623
437,bubaque,11.2833,-15.8333,79.21,75,17,13.4,GW,1642971623
438,ossora,59.2353,163.0719,-18.22,82,2,4.03,RU,1642971623
439,coahuayana,18.7333,-103.6833,86.67,40,89,7.16,MX,1642971424
440,tolosa,43.6043,1.4437,47.21,81,20,8.05,FR,1642971624
441,caravelas,-17.7125,-39.2481,78.13,75,40,5.59,BR,1642971577
442,comodoro rivadavia,-45.8667,-67.5,71.8,30,58,28.16,AR,1642971625
443,nanakuli,21.3906,-158.1547,79.7,67,8,6.78,US,1642971625
444,rengo,-34.4167,-70.8667,89.19,14,0,7.67,CL,1642971625
445,machico,32.7,-16.7667,65.71,84,40,6.91,PT,1642971626
446,nome,64.5011,-165.4064,-0.83,85,100,4.76,US,1642971626
447,turukhansk,65.8167,87.9833,0.61,98,100,3.02,RU,1642971626
448,aksha,50.2814,113.2867,0.0,99,100,1.81,RU,1642971627
449,mareeba,-17.0,145.4333,72.45,96,100,2.8,AU,1642971627
450,adrar,20.5022,-10.0711,68.97,18,3,10.89,MR,1642971498
451,itoman,26.1247,127.6694,70.57,96,75,9.22,JP,1642971627
452,buala,-8.145,159.5921,83.14,78,66,5.55,SB,1642971628
453,kiama,-34.6833,150.8667,69.26,90,99,3.0,AU,1642971628
454,gulfport,30.3674,-89.0928,56.28,29,0,1.99,US,1642971412
455,synya,65.3718,58.0387,10.11,92,90,11.01,RU,1642971629
456,porgera,-5.4667,143.2,41.58,98,100,1.57,PG,1642971629
457,mitu,1.1983,-70.1733,81.09,86,76,1.97,CO,1642971629
458,isiro,2.7739,27.616,75.29,47,100,2.28,CD,1642971630
459,botshabelo,-29.2702,26.7052,65.91,43,1,3.36,ZA,1642971630
460,waipawa,-41.4122,175.5153,65.93,84,100,8.03,NZ,1642971630
461,viljoenskroon,-27.2084,26.9485,62.56,48,0,4.07,ZA,1642971631
462,pudozh,61.8099,36.5345,16.95,94,100,9.95,RU,1642971631
463,launceston,-41.45,147.1667,66.61,67,100,1.99,AU,1642971631
464,carballo,43.213,-8.691,48.67,92,1,3.33,ES,1642971632
465,killybegs,54.6333,-8.45,45.45,79,100,13.22,IE,1642971632
466,snezhnogorsk,69.1933,33.2531,35.38,88,100,26.35,RU,1642971632
467,iberia,29.9502,-91.7507,57.97,36,31,5.3,US,1642971633
468,heyang,26.1011,107.473,40.37,94,100,3.76,CN,1642971633
469,lazarev,52.225,141.5131,-10.37,90,9,4.85,RU,1642971633
470,lishui,28.4604,119.9103,51.35,97,100,2.95,CN,1642971634
471,palana,59.1167,159.9667,-11.61,95,73,4.94,RU,1642971634
472,te anau,-45.4167,167.7167,51.8,75,84,0.92,NZ,1642971634
473,timra,62.487,17.3257,28.67,94,71,3.44,SE,1642971635
474,tatsuno,34.8667,134.55,41.18,83,100,6.76,JP,1642971635
475,whitley bay,55.0397,-1.4471,43.0,79,75,4.61,GB,1642971635
476,nanning,22.8167,108.3167,66.65,87,100,4.32,CN,1642971512
477,tecoanapa,16.5167,-98.75,84.29,53,3,9.86,MX,1642971636
478,rawson,-43.3002,-65.1023,78.67,25,47,27.83,AR,1642971636
479,mangaratiba,-22.9597,-44.0406,88.93,86,56,1.03,BR,1642971527
480,anloga,5.7947,0.8973,80.78,75,6,9.71,GH,1642971637
481,chenzhou,25.8,113.0333,40.41,96,100,4.18,CN,1642971637
482,ilo,-17.6394,-71.3375,72.81,76,83,6.76,PE,1642971637
483,simplicio mendes,-7.8539,-41.9103,83.89,45,90,0.85,BR,1642971637
484,novikovo,51.1537,37.8879,19.6,91,100,14.67,RU,1642971638
485,acajutla,13.5928,-89.8275,91.8,54,7,6.35,SV,1642971638
486,shimoda,34.6667,138.95,40.1,89,100,13.69,JP,1642971638
487,kirovsk,48.6375,38.6428,24.71,96,100,15.01,UA,1642971639
488,srem,52.0887,17.0151,36.82,98,100,4.85,PL,1642971628
489,tadpatri,14.9167,78.0167,71.58,51,71,5.23,IN,1642971639
490,batagay-alyta,67.8006,130.4114,-12.26,90,100,1.59,RU,1642971640
491,tiebissou,7.1574,-5.2257,78.04,18,6,1.52,CI,1642971640
492,nishihara,26.1842,127.7558,69.85,97,100,13.8,JP,1642971640
493,rorvik,64.8621,11.2373,46.51,81,75,33.38,NO,1642971641
494,walvis bay,-22.9575,14.5053,75.52,75,53,2.04,NA,1642971641
495,razole,16.4833,81.8333,71.49,95,20,3.96,IN,1642971461
496,peniche,39.3558,-9.3811,54.09,79,11,9.95,PT,1642971642
497,sinazongwe,-17.2614,27.4618,75.13,66,54,8.37,ZM,1642971642
498,ishigaki,24.3448,124.1572,70.95,80,99,19.8,JP,1642971643
499,chokurdakh,70.6333,147.9167,-21.57,100,100,6.29,RU,1642971643
500,sorong,-0.8833,131.25,78.06,87,100,6.55,ID,1642971643
501,kurilsk,45.2333,147.8833,23.79,74,99,5.57,RU,1642971644
502,micheweni,-4.9667,39.8333,81.16,75,100,15.73,TZ,1642971644
503,altamira,-3.2033,-52.2064,76.95,94,100,2.26,BR,1642971644
504,mutoko,-17.397,32.2268,62.42,81,59,9.57,ZW,1642971645
505,muisne,0.6,-80.0333,79.21,83,64,9.6,EC,1642971645
506,padang,-0.9492,100.3543,76.41,86,96,3.83,ID,1642971645
507,octeville,49.6261,-1.6435,38.91,87,100,13.8,FR,1642971646
508,stephenville,32.2207,-98.2023,64.94,36,0,10.36,US,1642971636
509,bantry,51.6833,-9.45,45.88,90,100,7.72,IE,1642971646
510,banepa,27.6298,85.5214,44.92,93,75,2.3,NP,1642971646
511,codajas,-3.8367,-62.0569,83.14,72,99,2.24,BR,1642971647
512,arawa,-6.2132,155.5367,80.17,86,48,2.53,PG,1642971647
513,wai,17.9333,73.9,53.22,93,10,2.57,IN,1642971648
514,calama,-22.4667,-68.9333,73.89,20,75,24.16,CL,1642971615
515,burgeo,47.6167,-57.6152,22.44,83,66,8.68,CA,1642971622
516,shchigry,51.8755,36.9043,24.62,97,96,10.69,RU,1642971648
517,udachnyy,66.4167,112.4,-8.25,99,80,5.37,RU,1642971649
518,kumukh,42.1704,47.1161,27.57,60,4,11.34,RU,1642971649
519,mogadishu,2.0371,45.3438,77.77,79,98,23.38,SO,1642971610
520,neftcala,39.3742,49.2472,40.96,60,0,5.14,AZ,1642971650
521,ingraj bazar,25.0,88.15,59.99,78,96,1.88,IN,1642971650
